,root,model,Season_RA,D,Season_Period,AR,Season_MA,MA,Season_D,test_aic,test_bic,test_rmse,train_bic,train_aic,train_hqic,test_hqic,train_rmse
166,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_2_AR_0_Season_MA_2_Season_D_1_MA_1,0,1,2,0,2,1,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
167,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_2_AR_1_Season_MA_0_Season_D_1_MA_3,0,1,2,1,0,3,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
168,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_6_AR_5_Season_MA_6_Season_D_0_MA_3,0,1,6,5,6,3,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
169,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_1_Season_MA_1_Season_D_1_MA_3,1,0,0,1,1,3,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
170,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_2_Season_MA_0_Season_D_0_MA_1,1,0,0,2,0,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
171,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_2_Season_MA_2_Season_D_0_MA_2,1,0,0,2,2,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
172,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_2,1,0,0,3,0,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
173,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_3_Season_MA_2_Season_D_0_MA_3,1,0,0,3,2,3,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
174,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_6_AR_4_Season_MA_4_Season_D_0_MA_5,1,0,6,4,4,5,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
175,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_6_AR_6_Season_MA_6_Season_D_0_MA_3,1,0,6,6,6,3,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
176,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_1_Season_MA_1_Season_D_0_MA_3,1,1,0,1,1,3,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
177,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_1_Season_MA_2_Season_D_0_MA_1,1,1,0,1,2,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
178,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_1_Season_MA_3_Season_D_0_MA_6,1,1,0,1,3,6,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
179,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_2_Season_MA_1_Season_D_1_MA_3,1,1,0,2,1,3,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
180,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_2_Season_MA_2_Season_D_0_MA_1,1,1,0,2,2,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
181,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_3_Season_MA_3_Season_D_0_MA_0,1,1,0,3,3,0,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
182,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_5_Season_MA_5_Season_D_0_MA_4,1,1,0,5,5,4,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
183,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_12_AR_4_Season_MA_5_Season_D_1_MA_2,1,1,12,4,5,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
184,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_12_AR_5_Season_MA_5_Season_D_0_MA_6,1,1,12,5,5,6,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
185,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_2_AR_0_Season_MA_0_Season_D_1_MA_3,0,1,2,0,0,3,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
186,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_12_AR_3_Season_MA_5_Season_D_1_MA_2,0,1,12,3,5,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
187,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_0_AR_5_Season_MA_4_Season_D_1_MA_3,0,1,0,5,4,3,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
188,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_0_AR_4_Season_MA_2_Season_D_0_MA_1,0,1,0,4,2,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
189,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_2_Season_MA_2_Season_D_0_MA_1,0,0,0,2,2,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
190,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_2_Season_MA_4_Season_D_0_MA_1,0,0,0,2,4,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
191,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_3_Season_MA_1_Season_D_0_MA_1,0,0,0,3,1,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
192,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_3_Season_MA_1_Season_D_0_MA_2,0,0,0,3,1,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
193,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_3_Season_MA_1_Season_D_1_MA_0,0,0,0,3,1,0,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
194,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_3_Season_MA_1_Season_D_1_MA_2,0,0,0,3,1,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
195,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_3_Season_MA_5_Season_D_1_MA_6,0,0,0,3,5,6,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
196,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_4_Season_MA_3_Season_D_0_MA_5,0,0,0,4,3,5,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
197,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_5_Season_MA_2_Season_D_0_MA_3,0,0,0,5,2,3,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
198,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_12_AR_5_Season_MA_1_Season_D_1_MA_5,3,0,12,5,1,5,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
199,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_6_Season_MA_3_Season_D_0_MA_4,0,0,0,6,3,4,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
200,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_12_AR_3_Season_MA_3_Season_D_1_MA_5,0,0,12,3,3,5,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
201,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_12_AR_4_Season_MA_3_Season_D_0_MA_2,0,0,12,4,3,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
202,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_6_AR_4_Season_MA_0_Season_D_0_MA_4,0,0,6,4,0,4,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
203,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_6_AR_4_Season_MA_0_Season_D_1_MA_2,0,0,6,4,0,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
204,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_6_AR_5_Season_MA_3_Season_D_0_MA_5,0,0,6,5,3,5,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
205,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_0_AR_1_Season_MA_0_Season_D_1_MA_4,0,1,0,1,0,4,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
206,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_0_AR_1_Season_MA_4_Season_D_0_MA_3,0,1,0,1,4,3,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
207,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_0_AR_2_Season_MA_0_Season_D_1_MA_0,0,1,0,2,0,0,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
208,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_0_AR_2_Season_MA_3_Season_D_0_MA_4,0,1,0,2,3,4,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
209,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_12_AR_2_Season_MA_3_Season_D_1_MA_5,0,0,12,2,3,5,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
210,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_2_AR_0_Season_MA_3_Season_D_1_MA_0,1,1,2,0,3,0,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
211,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_2_AR_0_Season_MA_2_Season_D_1_MA_1,1,1,2,0,2,1,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
212,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_6_AR_3_Season_MA_3_Season_D_1_MA_3,1,1,6,3,3,3,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
213,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_1_Season_MA_0_Season_D_0_MA_1,2,1,0,1,0,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
214,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_1_Season_MA_3_Season_D_0_MA_2,2,1,0,1,3,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
215,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_6_D_1_Season_Period_6_AR_4_Season_MA_0_Season_D_1_MA_2,6,1,6,4,0,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
216,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_2_Season_MA_2_Season_D_1_MA_0,2,1,0,2,2,0,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
217,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_2_Season_MA_3_Season_D_0_MA_1,2,1,0,2,3,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
218,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_3_Season_MA_1_Season_D_0_MA_1,2,1,0,3,1,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
219,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_3_Season_MA_3_Season_D_0_MA_0,2,1,0,3,3,0,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
220,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_3_Season_MA_3_Season_D_0_MA_2,2,1,0,3,3,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
221,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_6_Season_MA_6_Season_D_1_MA_1,2,1,0,6,6,1,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
222,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_12_AR_2_Season_MA_0_Season_D_0_MA_3,2,1,12,2,0,3,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
223,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_12_AR_6_Season_MA_5_Season_D_0_MA_6,2,1,12,6,5,6,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
224,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_0_Season_MA_2_Season_D_1_MA_3,2,1,2,0,2,3,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
225,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_1_Season_MA_3_Season_D_1_MA_2,2,1,2,1,3,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
226,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_3_Season_MA_1_Season_D_0_MA_0,2,1,2,3,1,0,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
227,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_6_AR_4_Season_MA_6_Season_D_0_MA_4,2,1,6,4,6,4,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
228,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_0_AR_0_Season_MA_2_Season_D_0_MA_6,3,0,0,0,2,6,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
229,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_0_AR_2_Season_MA_0_Season_D_0_MA_1,3,0,0,2,0,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
230,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_0_AR_2_Season_MA_1_Season_D_0_MA_0,3,0,0,2,1,0,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
231,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_0_AR_2_Season_MA_1_Season_D_0_MA_1,3,0,0,2,1,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
232,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_0_Season_MA_1_Season_D_0_MA_2,2,1,0,0,1,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
233,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_4_Season_MA_3_Season_D_1_MA_5,2,0,6,4,3,5,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
234,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_0_Season_MA_5_Season_D_0_MA_2,2,1,0,0,5,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
235,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_2_Season_MA_3_Season_D_1_MA_2,2,0,6,2,3,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
236,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_6_AR_5_Season_MA_6_Season_D_1_MA_4,1,1,6,5,6,4,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
237,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_6_AR_6_Season_MA_5_Season_D_1_MA_2,1,1,6,6,5,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
238,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_0_Season_MA_5_Season_D_0_MA_1,2,0,0,0,5,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
239,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_1_Season_MA_1_Season_D_0_MA_0,2,0,0,1,1,0,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
240,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_2_Season_MA_0_Season_D_0_MA_1,2,0,0,2,0,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
241,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_2_Season_MA_0_Season_D_1_MA_1,2,0,0,2,0,1,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
242,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_2_Season_MA_2_Season_D_1_MA_0,2,0,0,2,2,0,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
243,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_2_Season_MA_3_Season_D_0_MA_1,2,0,0,2,3,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
244,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_2_Season_MA_3_Season_D_1_MA_2,2,0,0,2,3,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
245,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_3_Season_MA_1_Season_D_0_MA_5,2,0,6,3,1,5,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
246,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_3_Season_MA_1_Season_D_0_MA_2,2,0,0,3,1,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
247,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_2,2,0,0,3,0,2,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
248,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_3_Season_MA_3_Season_D_0_MA_0,2,0,0,3,3,0,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
249,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_4_Season_MA_1_Season_D_1_MA_6,2,0,0,4,1,6,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
250,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_4_Season_MA_3_Season_D_1_MA_6,2,0,0,4,3,6,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
251,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_6_Season_MA_4_Season_D_0_MA_1,2,0,0,6,4,1,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
252,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_12_AR_0_Season_MA_2_Season_D_0_MA_4,2,0,12,0,2,4,0,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
253,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_0_Season_MA_3_Season_D_1_MA_6,2,0,6,0,3,6,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
254,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_3_Season_MA_1_Season_D_1_MA_6,2,0,0,3,1,6,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
255,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_6_D_1_Season_Period_6_AR_4_Season_MA_3_Season_D_1_MA_2,6,1,6,4,3,2,1,10.0,10.0,10.0,100000.0,100000.0,100000.0,10.0,100000.0
256,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_2_AR_2_Season_MA_1_Season_D_0_MA_1,0,0,2,2,1,1,0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
257,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_2_Season_MA_1_Season_D_1_MA_3,2,1,2,2,1,3,1,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
258,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_2_Season_MA_1_Season_D_0_MA_1,1,0,0,2,1,1,0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
259,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_2_Season_MA_1_Season_D_1_MA_2,2,1,0,2,1,2,1,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
260,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_2_Season_MA_2_Season_D_1_MA_0,0,0,0,2,2,0,1,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
261,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_2_AR_3_Season_MA_2_Season_D_1_MA_3,1,1,2,3,2,3,1,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
